NOV_ISSUED_DATE,NOV_NUMBER,STREET_NO,DIR,STREET_NME,VIOLATION_DESCRIPTION
1/3/2020,P005855746,6200,S,SEELEY,8-4-081(a)     Public Urination
1/3/2020,P005926103,400,S,HALSTED,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
1/3/2020,P005926104,100,N,STATE ST,8-4-081(a)     Public Urination
1/4/2020,P005502736,5600,W,CORCORAN,8-4-081(a)     Public Urination
1/4/2020,P005594656,7500,N,PALINA,8-4-081(a)     Public Urination
1/4/2020,P005655176,2700,S,TRUMBULL,8-4-081(a)     Public Urination
1/4/2020,P005735352,3900,W,MONROE,8-4-081(a)     Public Urination
1/4/2020,P005719261,2800,N,MEDILL,8-4-081(a)     Public Urination
1/4/2020,P005791481,1900,W,NORTH,8-4-081(a)     Public Urination
1/4/2020,P005791516,5300,W,IRVING PARK RD,8-4-081(a)     Public Urination
1/4/2020,P005628060,4800,S,ASHLAND,8-4-081(a)     Public Urination
1/4/2020,P005855577,6300,S,ASHLAND,8-4-081(a)     Public Urination
1/4/2020,P005855886,700,W,66TH PL,8-4-081(a)     Public Urination
1/4/2020,P005863116,600,N,MICHIGAN AVE,8-4-081(a)     Public Urination
1/4/2020,P005870028,10,W,HUBBARD,8-4-081(a)     Public Urination
1/4/2020,P005866433,6300,S,ARTESIAN,8-4-081(a)     Public Urination
1/4/2020,P005866434,6000,S,KEDZIE,8-4-081(a)     Public Urination
1/4/2020,P005873959,200,S,STATE ST,8-4-081(a)     Public Urination
1/4/2020,P005878578,700,N,CICERO,8-4-081(a)     Public Urination
1/4/2020,P005838128,10000,W,OHARE,8-4-081(a)     Public Urination
1/5/2020,P005450586,5400,W,CHICAGO,8-4-081(a)     Public Urination
1/5/2020,P005477401,4400,N,BROADWAY,8-4-081(a)     Public Urination
1/5/2020,P005668273,4500,N,CLAREDON,8-4-081(a)     Public Urination
1/5/2020,P005672838,100,N,KEDZIE,8-4-081(a)     Public Urination
1/5/2020,P005654918,3200,W,CERMAK RD,8-4-081(a)     Public Urination
1/5/2020,P005855863,700,W,67TH PLACE,8-4-081(a)     Public Urination
1/5/2020,P005870029,4600,S,WESTERN BLVD,8-4-081(a)     Public Urination
1/5/2020,P005828172,700,E,103RD ST,8-4-081(a)     Public Urination
1/5/2020,P005864422,4900,N,BROADWAY,8-4-081(a)     Public Urination
1/5/2020,P005865147,3400,W,65TH ST,8-4-081(a)     Public Urination
1/5/2020,P005878343,200,N,LARAMIE AVE,8-4-081(a)     Public Urination
1/6/2020,P005456261,5200,W,LAKE ST,8-4-081(a)     Public Urination
1/6/2020,P005672141,600,N,HAMLIN,8-4-081(a)     Public Urination
1/6/2020,P005735353,4000,W,CHICAGO,8-4-081(a)     Public Urination
1/6/2020,P005855580,5500,S,HALSTED ST,8-4-081(a)     Public Urination
1/6/2020,P005709536,3900,W,AINSLIE,8-4-081(a)     Public Urination
1/6/2020,P005855324,6300,S,ASHLAND,8-4-081(a)     Public Urination
1/6/2020,P005825877,700,N,CICERO,8-4-081(a)     Public Urination
1/7/2020,P005150392,8200,S,LOOMIS BLVD,8-4-081(a)     Public Urination
1/7/2020,P005150393,8200,S,LOOMIS BLVD,8-4-081(a)     Public Urination
1/7/2020,P005455587,10,N,CICERO,8-4-081(a)     Public Urination
1/7/2020,P005519146,300,S,MICHIGAN,8-4-081(a)     Public Urination
1/7/2020,P005782208,4600,W,WILSON,8-4-081(a)     Public Urination
1/7/2020,P005620876,1100,W,63RD ST,8-4-081(a)     Public Urination
1/7/2020,P005855525,1700,W,63RD ST,8-4-081(a)     Public Urination
1/7/2020,P005824609,100,W,WILSON,8-4-081(a)     Public Urination
1/7/2020,P005851716,3200,W,16TH ST,8-4-081(a)     Public Urination
1/7/2020,P005925594,200,S,STATE ST,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
1/7/2020,P005925726,100,W,LAKE,8-4-081(a)     Public Urination
1/8/2020,P005698999,7900,S,HERMITAGE,8-4-081(a)     Public Urination
1/8/2020,P005688142,2400,E,79TH ST,8-4-081(a)     Public Urination
1/8/2020,P005826143,3900,W,MADISON,8-4-081(a)     Public Urination
1/9/2020,P005479796,1500,W,79TH ST,8-4-081(a)     Public Urination
1/9/2020,P005553860,3600,W,ROOSEVELT,8-4-081(a)     Public Urination
1/9/2020,P005559148,3100,W,IRVING PK,8-4-081(a)     Public Urination
1/9/2020,P005626169,4900,N,MILWAUKEE,8-4-081(a)     Public Urination
1/9/2020,P005872046,10,W,CTA OHRE PLTFM,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
1/9/2020,P005793813,6200,S,FRANCISCO ST,8-4-081(a)     Public Urination
1/9/2020,P005719097,1900,N,LEAVITT,8-4-081(a)     Public Urination
1/9/2020,P005773896,5100,W,CHICAGO,8-4-081(a)     Public Urination
1/9/2020,P005874088,100,N,STATE,8-4-081(a)     Public Urination
1/9/2020,P005873966,1100,S,STATE,8-4-081(a)     Public Urination
1/9/2020,P005878554,700,N,LONG AVE,8-4-081(a)     Public Urination
1/9/2020,P005926150,300,S,DEARBORN ST,8-4-081(a)     Public Urination
1/10/2020,P005668274,1000,W,WILSON,8-4-081(a)     Public Urination
1/10/2020,P005855460,1600,W,59TH ST,8-4-081(a)     Public Urination
1/10/2020,P005825453,3900,W,DIVISION,8-4-081(a)     Public Urination
1/10/2020,P005827791,11500,S,HALSTED,8-4-081(a)     Public Urination
1/10/2020,P005855842,6600,S,HALSTED,8-4-081(a)     Public Urination
1/10/2020,P005827899,10200,S,WENTWORTH,8-4-081(a)     Public Urination
1/10/2020,P005870464,3700,W,ROOSEVELT RD,8-4-081(a)     Public Urination
1/11/2020,P005665887,1800,S,RACINE,8-4-081(a)     Public Urination
1/11/2020,P005840856,10,E,ROOSEVELT RD,8-4-081(a)     Public Urination
1/11/2020,P005878616,400,N,LARAMIE,8-4-081(a)     Public Urination
1/11/2020,P005855781,700,W,69TH STREET,8-4-081(a)     Public Urination
1/11/2020,P005827900,9400,S,LASALLE,8-4-081(a)     Public Urination
1/12/2020,P005663042,13300,S,BALTIMORE,8-4-081(a)     Public Urination
1/12/2020,P005643470,1900,S,CENTRAL PARK,8-4-081(a)     Public Urination
1/12/2020,P005675938,300,E,47TH ST,8-4-081(a)     Public Urination
1/12/2020,P005859909,3000,W,ROOSEVELT,8-4-081(a)     Public Urination
1/12/2020,P005808738,10,S,CICERO,8-4-081(a)     Public Urination
1/12/2020,P005925819,300,S,STATE,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
1/12/2020,P005873985,1600,W,HOWARD,8-4-081(a)     Public Urination
1/12/2020,P005878821,1100,S,MASON,8-4-081(a)     Public Urination
1/12/2020,P005855843,6800,S,ASHLAND,8-4-081(a)     Public Urination
1/12/2020,P005926164,10,N,STATE ST,8-4-081(a)     Public Urination
1/13/2020,P005456315,800,N,HOMAN,8-4-081(a)     Public Urination
1/13/2020,P005459164,2800,N,MILWAUKEE,8-4-081(a)     Public Urination
1/13/2020,P005690077,5400,S,KEDZIE,8-4-081(a)     Public Urination
1/13/2020,P005694330,4200,W,MADISON,8-4-081(a)     Public Urination
1/13/2020,P005669361,1100,W,WILSON,8-4-081(a)     Public Urination
1/13/2020,P005855612,9900,S,VINCENNES,8-4-081(a)     Public Urination
1/13/2020,P005855948,6300,S,ASHLAND,8-4-081(a)     Public Urination
1/13/2020,P005868419,3200,N,HALSTED ST,8-4-081(a)     Public Urination
1/13/2020,P005855847,800,W,79TH,8-4-081(a)     Public Urination
1/13/2020,P005774651,6900,S,ASHLAND,8-4-081(a)     Public Urination
1/13/2020,P005709451,3400,W,IRVING PARK RD,8-4-081(a)     Public Urination
1/13/2020,P005800225,2000,E,74TH ST,8-4-081(a)     Public Urination
1/13/2020,P005859850,2400,S,WHIPPLE,8-4-081(a)     Public Urination
1/14/2020,P005447488,4800,N,MILWAUKEE,8-4-081(a)     Public Urination
1/14/2020,P005663210,2400,E,79TH ST,8-4-081(a)     Public Urination
1/14/2020,P005672267,700,N,RIDGEWAY,8-4-081(a)     Public Urination
1/14/2020,P005782278,3100,W,LAKE ST,8-4-081(a)     Public Urination
1/14/2020,P005774888,5600,S,HAMILTON ST,8-4-081(a)     Public Urination
1/14/2020,P005883231,1700,W,87TH ST,8-4-081(a)     Public Urination
1/14/2020,P005855834,5600,S,MORGAN,8-4-081(a)     Public Urination
1/15/2020,P005366740,3200,N,LARAMIE,8-4-081(a)     Public Urination
1/15/2020,P005672727,3900,W,ADAMS ST,8-4-081(a)     Public Urination
1/15/2020,P005663392,10300,S,MICHIGAN,8-4-081(a)     Public Urination
1/15/2020,P005700002,6300,S,ASHLAND,8-4-081(a)     Public Urination
1/15/2020,P005655596,3200,W,23RD ST,8-4-081(a)     Public Urination
1/15/2020,P005643471,2500,S,SAWYER,8-4-081(a)     Public Urination
1/15/2020,P005620336,6300,S,KING DR,8-4-081(a)     Public Urination
1/15/2020,P005855921,6200,S,ASHLAND,8-4-081(a)     Public Urination
1/15/2020,P005866480,6900,S,WESTERN,8-4-081(a)     Public Urination
1/15/2020,P005812222,4700,N,ST LOUIS,8-4-081(a)     Public Urination
1/16/2020,P005559645,10,E,43RD ST,8-4-081(a)     Public Urination
1/16/2020,P005672268,3500,W,CHICAGO,8-4-081(a)     Public Urination
1/16/2020,P005859911,3200,W,26TH ST,8-4-081(a)     Public Urination
1/16/2020,P005811602,3900,W,63RD ST,8-4-081(a)     Public Urination
1/17/2020,P005685518,7200,S,JEFFERY BV,8-4-081(a)     Public Urination
1/17/2020,P005735354,4000,W,GLADYS,8-4-081(a)     Public Urination
1/17/2020,P005868420,4400,N,BROADWAY,8-4-081(a)     Public Urination
1/17/2020,P005866116,100,W,CONGRESS,8-4-081(a)     Public Urination
1/17/2020,P005744347,300,S,STATE ST,8-4-081(a)     Public Urination
1/17/2020,P005876008,6300,S,MAPLEWOOD,8-4-081(a)     Public Urination
1/17/2020,P005826465,1200,S,SPRINGFIELD,8-4-081(a)     Public Urination
1/17/2020,P005824382,1000,W,BELMONT,8-4-081(a)     Public Urination
1/18/2020,P005501259,100,S,PULASKI,8-4-081(a)     Public Urination
1/18/2020,P005866484,6200,S,ARTESIAN,8-4-081(a)     Public Urination
1/18/2020,P005851037,6700,S,STATE,8-4-081(a)     Public Urination
1/18/2020,P005925821,300,S,STATE,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
1/18/2020,P005925894,200,S,JACKSON,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
1/18/2020,P005873539,10,E,ROOSEVELT RD,8-4-081(a)     Public Urination
1/18/2020,P005855277,6300,S,RACINE,8-4-081(a)     Public Urination
1/18/2020,P005925678,200,S,STATE,8-4-081(a)     Public Urination
1/18/2020,P005925731,10,E,ROOSEVELT RD,8-4-081(a)     Public Urination
1/19/2020,P005474869,3300,W,CONGRESS,8-4-081(a)     Public Urination
1/19/2020,P005873237,1100,S,STATE,8-4-081(a)     Public Urination
1/19/2020,P005866342,3000,W,63RD ST,8-4-081(a)     Public Urination
1/19/2020,P005870380,1100,N,STATE,8-4-081(a)     Public Urination
1/19/2020,P005875895,4700,S,LAVERGNE,8-4-081(a)     Public Urination
1/19/2020,P005826466,10,S,PULASKI,8-4-081(a)     Public Urination
1/19/2020,P005895128,2000,N,MILWAUKEE,8-4-081(a)     Public Urination
1/19/2020,P005846947,4600,S,COTTAGE GROVE,8-4-081(a)     Public Urination
1/20/2020,P005533846,1000,W,SUNNYSIDE,8-4-081(a)     Public Urination
1/20/2020,P005698962,800,E,82ND ST,8-4-081(a)     Public Urination
1/20/2020,P005655236,2200,S,PULASKI,8-4-081(a)     Public Urination
1/20/2020,P005782279,2400,W,MADISON ST,8-4-081(a)     Public Urination
1/20/2020,P005701337,10,E,103RD ST,8-4-081(a)     Public Urination
1/20/2020,P005866131,4200,W,55TH ST,8-4-081(a)     Public Urination
1/20/2020,P005855850,6300,S,ASHLAND,8-4-081(a)     Public Urination
1/20/2020,P005873563,200,N,LASALLE,8-4-081(a)     Public Urination
1/21/2020,P005626562,100,,UNKNOWN,8-4-081(a)     Public Urination
1/21/2020,P005868324,10,E,ROOSEVELT,8-4-081(a)     Public Urination
1/21/2020,P005870643,10,N,WESTERN,8-4-081(a)     Public Urination
1/21/2020,P005855951,6600,S,HALSTED,8-4-081(a)     Public Urination
1/21/2020,P005921159,10,E,ROOSEVELT,8-4-081(a)     Public Urination
1/21/2020,P005915200,5400,S,KEDZIE,8-4-081(a)     Public Urination
1/21/2020,P005825328,4800,W,BELMONT,8-4-081(a)     Public Urination
1/22/2020,P005547558,600,,ENGLEWOOD ST,8-4-081(a)     Public Urination
1/22/2020,P005663520,7900,S,COTTAGE GROVE,8-4-081(a)     Public Urination
1/22/2020,P005643928,3400,W,ROOSEVELT,8-4-081(a)     Public Urination
1/22/2020,P005667572,10,E,9TH,8-4-081(a)     Public Urination
1/22/2020,P005628671,5000,S,ASHLAND,8-4-081(a)     Public Urination
1/22/2020,P005855327,200,W,63RD,8-4-081(a)     Public Urination
1/22/2020,P005925939,200,S,STATE,8-4-081(a)     Public Urination
1/23/2020,P005573466,7600,N,BOSWORTH,8-4-081(a)     Public Urination
1/23/2020,P005672270,800,N,HOMAN,8-4-081(a)     Public Urination
1/23/2020,P005855964,1700,W,79TH ST,8-4-081(a)     Public Urination
1/23/2020,P005878801,400,S,CLINTON ST,8-4-081(a)     Public Urination
1/23/2020,P005831634,400,N,MICHIGAN,8-4-081(a)     Public Urination
1/24/2020,P005752386,1300,W,TAYLOR,8-4-081(a)     Public Urination
1/24/2020,P005820857,7500,N,ASHLAND,8-4-081(a)     Public Urination
1/24/2020,P005800486,1900,S,67TH,8-4-081(a)     Public Urination
1/25/2020,P005782443,2800,W,LAKE ST,8-4-081(a)     Public Urination
1/25/2020,P005855432,6800,S,ASHLAND,8-4-081(a)     Public Urination
1/25/2020,P005866386,2500,W,63RD ST,8-4-081(a)     Public Urination
1/25/2020,P005866486,6900,S,ARTESIAN,8-4-081(a)     Public Urination
1/25/2020,P005773173,300,N,LARAMIE,8-4-081(a)     Public Urination
1/25/2020,P005895161,2500,N,MILWAUKEE,8-4-081(a)     Public Urination
1/25/2020,P005890494,6300,S,VERNON,8-4-081(a)     Public Urination
1/25/2020,P005855806,2600,E,76TH ST,8-4-081(a)     Public Urination
1/25/2020,P005799072,2500,S,KEDZIE,8-4-081(a)     Public Urination
1/25/2020,P005840738,10,W,HARRISON,8-4-081(a)     Public Urination
1/25/2020,P005859866,3900,W,28TH ST,8-4-081(a)     Public Urination
1/26/2020,P003319280,7900,S,MARSHFIELD,8-4-081(a)     Public Urination
1/26/2020,P005641452,3200,W,16TH ST,8-4-081(a)     Public Urination
1/26/2020,P005735366,100,N,KILPATRICK ST,8-4-081(a)     Public Urination
1/26/2020,P005786788,2400,W,ARMITAGE,8-4-081(a)     Public Urination
1/26/2020,P005866151,2300,W,68TH ST,8-4-081(a)     Public Urination
1/26/2020,P005860375,1500,S,LAWNDALE,8-4-081(a)     Public Urination
1/26/2020,P005870855,4400,S,KEDZIE,8-4-081(a)     Public Urination
1/26/2020,P005882608,8700,S,PEORIA,8-4-081(a)     Public Urination
1/26/2020,P005925868,200,W,GARFIELD,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
1/26/2020,P005822825,3500,N,CLARK,8-4-081(a)     Public Urination
1/26/2020,P005910546,1400,S,KEDZIE,8-4-081(a)     Public Urination
1/26/2020,P005855330,800,E,79TH,8-4-081(a)     Public Urination
1/27/2020,P005664547,10,S,DEARBORN ST,8-4-081(a)     Public Urination
1/27/2020,P005666659,200,N,STATE,8-4-081(a)     Public Urination
1/27/2020,P005614462,5000,W,MADISON AVE,8-4-081(a)     Public Urination
1/27/2020,P005855433,6900,S,HALSTED ST,8-4-081(a)     Public Urination
1/27/2020,P005866344,6200,S,CAMPBELL,8-4-081(a)     Public Urination
1/27/2020,P005752387,3100,W,LAKE ST,8-4-081(a)     Public Urination
1/27/2020,P005910533,7900,S,EXCHANGE,8-4-081(a)     Public Urination
1/27/2020,P005826469,3900,W,JACKSON,8-4-081(a)     Public Urination
1/27/2020,P005826145,4000,W,GLADYS,8-4-081(a)     Public Urination
1/27/2020,P005865059,2500,W,63RD ST,8-4-081(a)     Public Urination
1/27/2020,P005925944,200,S,STATE,8-4-081(a)     Public Urination
1/28/2020,P005655311,3000,W,ROOSEVELT RD,8-4-081(a)     Public Urination
1/28/2020,P005855583,6600,S,HALSTED ST,8-4-081(a)     Public Urination
1/28/2020,P005855876,800,E,79TH ST,8-4-081(a)     Public Urination
1/28/2020,P005868547,800,W,ALDINE ST,8-4-081(a)     Public Urination
1/28/2020,P005860462,8700,S,RACINE,8-4-081(a)     Public Urination
1/28/2020,P005770956,500,E,111TH ST,8-4-081(a)     Public Urination
1/28/2020,P005770982,9300,S,COTTAGE GROVE,8-4-081(a)     Public Urination
1/28/2020,P005890311,900,E,71ST ST,8-4-081(a)     Public Urination
1/28/2020,P005855278,6700,S,LAFLIN,8-4-081(a)     Public Urination
1/29/2020,P005585479,2400,S,STATE ST,8-4-081(a)     Public Urination
1/29/2020,P005620188,10,W,RANDOLPH,8-4-081(a)     Public Urination
1/29/2020,P005847889,4600,S,COTTAGE GR,8-4-081(a)     Public Urination
1/29/2020,P005847890,10,W,57TH ST,8-4-081(a)     Public Urination
1/29/2020,P005861414,10600,S,BENSLEY,8-4-081(a)     Public Urination
1/29/2020,P005894212,800,N,CAMBRIDGE,8-4-081(a)     Public Urination
1/29/2020,P005861931,4100,W,MADISON,8-4-081(a)     Public Urination
1/29/2020,P005926005,1100,S,STATE,8-4-081(a)     Public Urination
1/29/2020,P005925115,1100,S,STATE,8-4-081(a)     Public Urination
1/29/2020,P005924603,200,S,STATE ST,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
1/30/2020,P005379924,6700,S,KENWOOD,8-4-081(a)     Public Urination
1/30/2020,P005686692,1900,E,95TH ST,8-4-081(a)     Public Urination
1/30/2020,P005667524,10,E,RANDOLPH,8-4-081(a)     Public Urination
1/30/2020,P005676715,1100,S,STATE,8-4-081(a)     Public Urination
1/30/2020,P005739531,1100,W,ARGYLE,8-4-081(a)     Public Urination
1/30/2020,P005620343,700,W,54TH PL,8-4-081(a)     Public Urination
1/30/2020,P005851091,700,W,31ST,8-4-081(a)     Public Urination
1/30/2020,P005859917,3200,W,CERMAK RD,8-4-081(a)     Public Urination
1/30/2020,P005856010,6800,S,HALSTED ST,8-4-081(a)     Public Urination
1/30/2020,P005855594,7900,S,HALSTED ST,8-4-081(a)     Public Urination
1/30/2020,P005882514,1500,N,DAMEN,8-4-081(a)     Public Urination
1/30/2020,P005883249,8700,S,ASHLAND,8-4-081(a)     Public Urination
1/30/2020,P005855807,900,E,79TH ST,8-4-081(a)     Public Urination
1/30/2020,P005805329,10,E,ROOSEVELT RD,8-4-081(a)     Public Urination
1/31/2020,P003319918,7700,S,COLFAX AVE,8-4-081(a)     Public Urination
1/31/2020,P005666601,10,N,STATE,8-4-081(a)     Public Urination
1/31/2020,P005620189,1700,S,BLUE ISLAND,8-4-081(a)     Public Urination
1/31/2020,P005862681,500,N,LASALLE ST,8-4-081(a)     Public Urination
1/31/2020,P005852491,6200,S,CAMPBELL,8-4-081(a)     Public Urination
2/1/2020,P005447418,6600,N,OLIPHANT,8-4-081(a)     Public Urination
2/1/2020,P005469628,800,N,HOMAN,8-4-081(a)     Public Urination
2/1/2020,P005782058,3000,W,MADISON,8-4-081(a)     Public Urination
2/1/2020,P005721098,3900,W,CHICAGO,8-4-081(a)     Public Urination
2/1/2020,P005731861,4000,W,MADISON ST,8-4-081(a)     Public Urination
2/1/2020,P005671887,1100,N,LAWNDALE,8-4-081(a)     Public Urination
2/1/2020,P005868176,3200,N,DAYTON ST,8-4-081(a)     Public Urination
2/1/2020,P005868178,900,W,CORNELIA,8-4-081(a)     Public Urination
2/1/2020,P005855907,7500,S,CHAMPLAIN,8-4-081(a)     Public Urination
2/1/2020,P005752076,3100,W,MADISON,8-4-081(a)     Public Urination
2/1/2020,P005916000,5400,W,BELMONT,8-4-081(a)     Public Urination
2/1/2020,P005883293,10800,S,WESTERN,8-4-081(a)     Public Urination
2/1/2020,P005877356,1100,W,WILSON,8-4-081(a)     Public Urination
2/1/2020,P005875967,7800,S,WESTERN,8-4-081(a)     Public Urination
2/1/2020,P005859632,1300,S,PULASKI RD,8-4-081(a)     Public Urination
2/1/2020,P005925126,10,E,ROOSEVELT,8-4-081(a)     Public Urination
2/2/2020,P005457659,4000,W,VAN BUREN,8-4-081(a)     Public Urination
2/2/2020,P005700003,6600,S,HALSTED ST,8-4-081(a)     Public Urination
2/2/2020,P005702791,300,S,STATE,8-4-081(a)     Public Urination
2/2/2020,P005782103,1700,W,18TH ST,8-4-081(a)     Public Urination
2/2/2020,P005736786,3100,W,MADISON,8-4-081(a)     Public Urination
2/2/2020,P005843132,1100,W,EDDIE,8-4-081(a)     Public Urination
2/2/2020,P005868550,3300,N,HALSTED ST,8-4-081(a)     Public Urination
2/2/2020,P005855488,1700,E,79TH ST,8-4-081(a)     Public Urination
2/2/2020,P005868226,4500,N,BROADWAY,8-4-081(a)     Public Urination
2/2/2020,P005883183,9400,S,ASHLAND,8-4-081(a)     Public Urination
2/2/2020,P005909554,800,W,ROSCOE,8-4-081(a)     Public Urination
2/2/2020,P005922155,100,W,DIVISION ST,8-4-081(a)     Public Urination
2/2/2020,P005827806,10,E,119TH ST,8-4-081(a)     Public Urination
2/2/2020,P005824384,800,W,BELMONT,8-4-081(a)     Public Urination
2/2/2020,P005824385,800,W,ROSCOE,8-4-081(a)     Public Urination
2/3/2020,P005481614,10,W,79TH STREET,8-4-081(a)     Public Urination
2/3/2020,P005690570,7900,S,COTTAGE GROVE,8-4-081(a)     Public Urination
2/3/2020,P005699794,1600,W,71ST ST,8-4-081(a)     Public Urination
2/3/2020,P005655313,2800,W,ROOSEVELT RD,8-4-081(a)     Public Urination
2/3/2020,P005655806,3200,W,CERMAK RD,8-4-081(a)     Public Urination
2/3/2020,P005868623,3600,N,LAKEWOOD,8-4-081(a)     Public Urination
2/3/2020,P005878805,100,W,LAKE,8-4-081(a)     Public Urination
2/3/2020,P005849144,1900,N,WESTERN,8-4-081(a)     Public Urination
2/3/2020,P005859480,4000,W,26TH ST,8-4-081(a)     Public Urination
2/3/2020,P005843526,700,W,MELROSE,8-4-081(a)     Public Urination
2/3/2020,P005870400,3900,W,ROOSEVELT RD,8-4-081(a)     Public Urination
2/3/2020,P005870401,4000,W,26TH ST,8-4-081(a)     Public Urination
2/3/2020,P005925947,100,W,LAKE,8-4-081(a)     Public Urination
2/4/2020,P005480436,7800,S,HALSTED,8-4-081(a)     Public Urination
2/4/2020,P005580697,400,E,63RD ST,8-4-081(a)     Public Urination
2/4/2020,P005694385,10,W,95TH ST,8-4-081(a)     Public Urination
2/4/2020,P005691540,900,W,WILSON,8-4-081(a)     Public Urination
2/4/2020,P005690862,4500,N,BROADWAY ST,8-4-081(a)     Public Urination
2/4/2020,P005699011,10,W,95TH ST,8-4-081(a)     Public Urination
2/4/2020,P005661835,3700,W,CHICAGO,8-4-081(a)     Public Urination
2/4/2020,P005672271,800,N,MONTICELLO,8-4-081(a)     Public Urination
2/4/2020,P005672272,700,N,TRUMBULL,8-4-081(a)     Public Urination
2/4/2020,P005841219,100,N,STATE ST,8-4-081(a)     Public Urination
2/4/2020,P005771056,8100,S,COTTAGE GR,8-4-081(a)     Public Urination
2/4/2020,P005709271,3300,W,WILSON AVE,8-4-081(a)     Public Urination
2/4/2020,P005890598,700,E,65TH ST,8-4-081(a)     Public Urination
2/4/2020,P005899100,10400,W,BALMORAL,8-4-081(a)     Public Urination
2/4/2020,P005849145,3800,W,DIVISION ST,8-4-081(a)     Public Urination
2/5/2020,P005450669,4000,W,GLADYS,8-4-081(a)     Public Urination
2/5/2020,P005672788,4200,W,MADISON,8-4-081(a)     Public Urination
2/5/2020,P005667270,10,E,JACKSON,8-4-081(a)     Public Urination
2/5/2020,P005647798,1600,W,HOWARD,8-4-081(a)     Public Urination
2/5/2020,P005862678,800,N,STATE,8-4-081(a)     Public Urination
2/5/2020,P005866264,2400,W,79 ST,8-4-081(a)     Public Urination
2/5/2020,P005855879,5600,S,HALSTED ST,8-4-081(a)     Public Urination
2/5/2020,P005861708,3900,W,POTOMAC,8-4-081(a)     Public Urination
2/5/2020,P005775219,6300,S,ASHLAND,8-4-081(a)     Public Urination
2/5/2020,P005913896,300,S,WABASH,8-4-081(a)     Public Urination
2/5/2020,P005796051,6900,N,GLENWOOD,8-4-081(a)     Public Urination
2/5/2020,P005865064,2400,W,LITHUANIAN PL,8-4-081(a)     Public Urination
2/5/2020,P005926363,200,W,63RD ST,8-4-081(a)     Public Urination
2/6/2020,P005856126,6300,S,ASHLAND,8-4-081(a)     Public Urination
2/6/2020,P005855732,6900,S,HALSTED,8-4-081(a)     Public Urination
2/6/2020,P005800357,10,E,75TH STREET,8-4-081(a)     Public Urination
2/6/2020,P005926304,100,W,LAKE ST,8-4-081(a)     Public Urination
2/6/2020,P005882649,11100,S,VINCENNES,8-4-081(a)     Public Urination
2/7/2020,P005791301,3400,W,ARMITAGE,8-4-081(a)     Public Urination
2/7/2020,P005855954,6500,S,HALSTED,8-4-081(a)     Public Urination
2/7/2020,P005862679,10,E,HUBBARD,8-4-081(a)     Public Urination
2/7/2020,P005927155,2800,W,62ND ST,8-4-081(a)     Public Urination
2/7/2020,P005883232,10300,S,WESTERN,8-4-081(a)     Public Urination
2/7/2020,P005833805,1600,W,PETERSON,8-4-081(a)     Public Urination
2/7/2020,P005801169,2800,W,WARREN,8-4-081(a)     Public Urination
2/7/2020,P005800469,400,E,71ST ST,8-4-081(a)     Public Urination
2/8/2020,P005448061,8500,W,BRYN MAWR,8-4-081(a)     Public Urination
2/8/2020,P005665405,1500,S,CANAL ST,8-4-081(a)     Public Urination
2/8/2020,P005691574,800,W,ADDISON ST,8-4-081(a)     Public Urination
2/8/2020,P005664186,6200,S,MAY ST,8-4-081(a)     Public Urination
2/8/2020,P005868180,3800,N,WILTON,8-4-081(a)     Public Urination
2/8/2020,P005793814,7000,S,WESTERN,8-4-081(a)     Public Urination
2/8/2020,P005862680,600,N,WELLS,8-4-081(a)     Public Urination
2/8/2020,P005856172,8500,S,EGGLESTON,8-4-081(a)     Public Urination
2/8/2020,P005774891,5200,S,RACINE ST,8-4-081(a)     Public Urination
2/8/2020,P005790846,1100,W,LAWRENCE,8-4-081(a)     Public Urination
2/8/2020,P005895036,200,W,ERIE ST,8-4-081(a)     Public Urination
2/8/2020,P005840740,200,N,STETSON,8-4-081(a)     Public Urination
2/9/2020,P003319371,300,W,75TH ST,8-4-081(a)     Public Urination
2/9/2020,P005641455,3400,W,OGDEN,8-4-081(a)     Public Urination
2/9/2020,P005548261,8000,S,STONY ISLAND,8-4-081(a)     Public Urination
2/9/2020,P005694561,3800,W,MADISON,8-4-081(a)     Public Urination
2/9/2020,P005655703,1800,W,CERMAK RD,8-4-081(a)     Public Urination
2/9/2020,P005620191,3900,W,31ST,8-4-081(a)     Public Urination
2/9/2020,P005908769,3300,N,HALSTED ST,8-4-081(a)     Public Urination
2/9/2020,P005849181,3700,W,CHICAGO,8-4-081(a)     Public Urination
2/9/2020,P005801207,1600,W,CERMAK,8-4-081(a)     Public Urination
2/9/2020,P005868682,3400,N,HALSTED,8-4-081(a)     Public Urination
2/9/2020,P005796037,7500,N,WESTERN,8-4-081(a)     Public Urination
2/9/2020,P005927140,4600,S,CICERO,8-4-081(a)     Public Urination
2/10/2020,P005782060,10,N,KEDZIE,8-4-081(a)     Public Urination
2/10/2020,P005868596,900,W,BELMONT,8-4-081(a)     Public Urination
